,position,company,location,min_salary,max_salary,currency,link
1844,React Native developer, Sibedge ,Томск,80000,160000,руб.,https://hh.ru/vacancy/36847862?query=Python
1845,"DevOps Engineer (Чехия, Прага)", Кадровое агентство Алексея Сухорукова ,Новосибирск,2100,2300,EUR,https://hh.ru/vacancy/35804000?query=Python
1846,Руководитель группы эксплуатации вычислительного комплекса,ООО ЦРПТ ,Москва,,,,https://hh.ru/vacancy/37303369?query=Python
1847,Серверный разработчик / Backend Developer, Ситимобил ,Москва,,,,https://hh.ru/vacancy/26831739?query=Python
1848,C++ Developer, CodeInside ,Пенза,,,,https://hh.ru/vacancy/37046631?query=Python
1849,IOS engineer, iX.co ,Санкт-Петербург,,,,https://hh.ru/vacancy/37029661?query=Python
1850,Старший разработчик в команду контент-системы, Яндекс ,Москва,,,,https://hh.ru/vacancy/36512504?query=Python
1851,Backend Developer, BFG Group ,Ижевск,,,,https://hh.ru/vacancy/36785450?query=Python
1852,Руководитель отдела системного администрирования, Группа компаний Деловая сеть ,Владивосток,80000,,руб.,https://hh.ru/vacancy/37380506?query=Python
1853,Системный администратор / DevOps Engineer, Just AI ,Санкт-Петербург,,,,https://hh.ru/vacancy/34558342?query=Python
1854,Менеджер по анализу целевого влияния на абонентскую базу, Tele2 ,Москва,,,,https://hh.ru/vacancy/37306418?query=Python
1855,Java-разработчик на проект Digital Credit, Банк ВТБ (ПАО) ,Москва,,,,https://hh.ru/vacancy/29309726?query=Python
1856,Инженер по тестированию (R&D), ЦРТ | Группа компаний ,Санкт-Петербург,,,,https://hh.ru/vacancy/37042237?query=Python
1857,Разработчик Python,АО ДОМ.РФ ,Москва,,,,https://hh.ru/vacancy/35957577?query=Python
1858,Developer С++, Ventra ,Москва,,,,https://hh.ru/vacancy/37386049?query=Python
1859,Groovy/Ansible Developer & Linux Administrator, Сбербанк для экспертов ,Екатеринбург,,,,https://hh.ru/vacancy/37381699?query=Python
1860,"Senior С++ developer (Советский район, Академгородок)", Консалтинговый Центр «Вакансия Плюс» ,Новосибирск,130000,,руб.,https://hh.ru/vacancy/36653327?query=Python
1861,Программист С++,АО Атомик Софт ,Томск,40000,94000,руб.,https://hh.ru/vacancy/34493933?query=Python
1862,Инженер-конструктор фотошаблонов,АО НИИМЭ ,Москва,,,,https://hh.ru/vacancy/34786235?query=Python
1863,QA engineer, Admitad ,Москва,,,,https://hh.ru/vacancy/37226935?query=Python
1864,Руководитель группы инженеров (информационная безопасность), GDC (ICL Services) ,Казань,,,,https://hh.ru/vacancy/37382997?query=Python
1865,Java-разработчик (Senior),ООО Ойл ,Казань,80000,170000,руб.,https://hh.ru/vacancy/34751251?query=Python
1866,Заместитель начальника IT-отдела / руководитель направления, КАДРЫ РЕШАЮТ. Рекрутинговое агентство. ,Уфа,100000,200000,руб.,https://hh.ru/vacancy/37277012?query=Python
1867,QA Director, Открытая Мобильная Платформа ,Москва,,,,https://hh.ru/vacancy/35436409?query=Python
1868,Devops Engineer (Middle/ Senior), MERA ,Нижний,,,,https://hh.ru/vacancy/37161299?query=Python
1869,Devops Engineer (Middle/ Senior), MERA ,Казань,,,,https://hh.ru/vacancy/37161437?query=Python
1870,Web Developer (Python), 220 Вольт ,Санкт-Петербург,,,,https://hh.ru/vacancy/36905198?query=Python
1871,Старший Android-разработчик в Браузер, Яндекс ,Новосибирск,,,,https://hh.ru/vacancy/31492833?query=Python
1872,Senior .Net Developer, ЦИАН ГРУПП ,Москва,,,,https://hh.ru/vacancy/36807961?query=Python
1873,Менеджер (Аналитик данных), Северсталь. Управляющая компания ,Череповец,,,,https://hh.ru/vacancy/36101715?query=Python
1874,Senior ML-инженер Speech-to-Text (распознавание речи),ТОО Re:point ,Алматы,1000000,,KZT,https://hh.ru/vacancy/37379178?query=Python
1875,"Главный специалист (системный аналитик, специалист по конфигурации системы)",ПАО Трубная Металлургическая Компания ,Каменск-Уральский,,,,https://hh.ru/vacancy/36921330?query=Python
1876,Старший/Ведущий инженер по ИТ сопровождению Экосистемы, Сбербанк для экспертов ,Москва,,,,https://hh.ru/vacancy/37307623?query=Python
1877,Backend / Full Stack Developer,ИП Шуббе Павел Сергеевич ,Санкт-Петербург,90000,130000,руб.,https://hh.ru/vacancy/37377785?query=Python
1878,Архитектор проекта (Team Leader),ООО Центр цифрового развития ,Красноярск,100000,120000,руб.,https://hh.ru/vacancy/36053553?query=Python
1879,BI Developer, WILDBERRIES ,Москва,,,,https://hh.ru/vacancy/34627949?query=Python
1880,Product IT Manager – Connected Outlets, HEINEKEN Russia ,Санкт-Петербург,,,,https://hh.ru/vacancy/35962394?query=Python
1881,Архитектор домена Performance Management,"ПАО МегаФон, IT ",Санкт-Петербург,,,,https://hh.ru/vacancy/36863840?query=Python
1882,QA team-lead (R&D), ЦРТ | Группа компаний ,Санкт-Петербург,,,,https://hh.ru/vacancy/37246489?query=Python
1883,Старший разработчик системного ПО, Сбербанк для экспертов ,Москва,,,,https://hh.ru/vacancy/37380175?query=Python
1884,Аналитик (Моделирование/Скоринг),АО ДОМ.РФ ,Москва,,,,https://hh.ru/vacancy/35606831?query=Python
1885,Аналитик данных / Data analyst, Платформа нативной рекламы LuckyAds ,Санкт-Петербург,70000,,руб.,https://hh.ru/vacancy/37060957?query=Python
1886,BI senior developer, WILDBERRIES ,Москва,,,,https://hh.ru/vacancy/35373253?query=Python
1887,Frontend-разработчик, 220 Вольт ,Санкт-Петербург,,,,https://hh.ru/vacancy/37079467?query=Python
1888,Инженер по системам Linux, ГК InnoSTage (ООО Телеком Интеграция) ,Казань,,,,https://hh.ru/vacancy/36915071?query=Python
1889,Технический директор,ИП Мешкова ,Иркутск,400000,600000,руб.,https://hh.ru/vacancy/37186428?query=Python
1890,Manual QA Engineer (desktop), QuadCode ,Санкт-Петербург,80000,140000,руб.,https://hh.ru/vacancy/37149441?query=Python
1891,"Ведущий программист C#, анализ данных",ЗАО КонсультантПлюс ,Москва,,,,https://hh.ru/vacancy/36928978?query=Python
1892,Web-разработчик Python / PHP,ИП Кузнецов А. О. ,Москва,130000,,руб.,https://hh.ru/vacancy/37378831?query=Python
1893,Разработчик (стажер),"ПАО МегаФон, IT ",Нижний,,,,https://hh.ru/vacancy/36280920?query=Python
1894,Разработчик ETL (ЕИСЖС),АО ДОМ.РФ ,Москва,,,,https://hh.ru/vacancy/35786436?query=Python
1895,Big Data Administrator / System Administrator Linux / DevOps, QuadCode ,Санкт-Петербург,140000,230000,руб.,https://hh.ru/vacancy/36693866?query=Python
1896,DevOps Engineer, Miro (экс-RealtimeBoard) ,Москва,,,,https://hh.ru/vacancy/36928922?query=Python
1897,DevOps инженер, Altenar ,Владимир,,,,https://hh.ru/vacancy/28550555?query=Python
1898,DevOps специалист, Admitad ,Москва,,,,https://hh.ru/vacancy/32769902?query=Python
1899,Middle QA Manual, QuadCode ,Санкт-Петербург,80000,140000,руб.,https://hh.ru/vacancy/36950980?query=Python
1900,DevOps специалист, Admitad ,Москва,,,,https://hh.ru/vacancy/32769902?query=Python
1901,Middle QA Manual, QuadCode ,Санкт-Петербург,80000,140000,руб.,https://hh.ru/vacancy/36950980?query=Python
